Region,Crop_Type,Temperature,Rainfall,Pesticide_Use,Yield,Soil_Moisture,Humidity,Solar_Radiation,Wind_Speed,Previous_Crop,Fertilizer_Residuals,Pest_Infestation_Severity,Disease_Presence,Pesticide_Effectiveness,Monsoon_Delay,Flood_Occurrence,Temperature_Extremes,Year
Karnataka,Maize,26.19,817.01,360.94,4802.27,6.56,60.47,5.97,10.1,Soybean,284.27,0.0,0,87.34,4.62,1,1,2018
Chhattisgarh,Soybean,21.7,367.93,459.1,2732.61,27.52,61.72,6.86,13.94,Rice,71.86,6.99,0,84.24,2.53,1,1,2018
Andhra Pradesh,Soybean,30.25,785.72,484.44,4367.47,33.5,78.64,7.14,11.74,Rice,189.48,1.0,0,74.37,9.01,1,0,2018
Rajasthan,Wheat,36.17,616.17,376.9,3028.42,12.15,74.13,3.85,16.66,Soybean,113.47,2.0,1,62.3,4.05,0,0,2018
Andhra Pradesh,Rice,34.41,1187.45,208.71,5977.86,14.64,69.83,7.49,1.45,Maize,84.76,1.0,1,85.59,2.22,1,0,2018
West Bengal,Wheat,21.17,339.92,438.91,2680.75,10.47,36.8,6.28,13.81,Maize,104.75,2.99,1,82.8,6.56,0,0,2018
Andhra Pradesh,Maize,21.63,740.35,116.25,2750.72,22.21,73.24,7.41,10.68,Maize,194.44,0.0,1,64.52,18.66,1,0,2018
West Bengal,Soybean,28.28,784.45,186.9,5676.95,9.6,60.02,5.43,7.58,Wheat,66.28,2.0,0,96.36,0.37,0,1,2018
West Bengal,Wheat,26.11,1079.63,445.76,1607.76,15.61,83.65,5.71,6.81,Sugarcane,158.55,3.99,0,67.96,6.35,1,0,2018
Odisha,Rice,24.84,912.74,196.65,4626.08,25.79,85.19,7.6,12.42,Soybean,83.81,8.98,0,89.74,9.2,1,0,2018
Andhra Pradesh,Wheat,25.82,1015.63,182.85,4754.69,21.7,33.31,7.5,17.82,Wheat,118.17,0.0,1,95.4,11.07,1,1,2018
Rajasthan,Sugarcane,36.35,1137.25,150.79,5253.46,16.52,79.24,5.24,9.92,Maize,97.69,2.99,1,83.18,3.94,0,0,2018
West Bengal,Rice,38.88,1231.55,430.89,5873.52,17.53,32.26,4.37,16.49,Soybean,270.74,4.99,1,69.87,20.91,0,1,2018
Gujarat,Maize,28.32,624.38,291.4,5878.74,21.76,52.03,4.97,8.04,Wheat,227.0,2.99,1,72.37,12.55,1,1,2018
Uttar Pradesh,Soybean,38.42,872.58,359.32,1790.25,5.15,62.54,4.94,2.05,Rice,267.12,5.99,0,95.43,11.32,1,0,2018
Uttar Pradesh,Wheat,26.64,1207.08,190.0,5188.16,7.32,38.89,4.43,1.23,Maize,145.87,5.99,1,71.93,0.19,1,0,2018
Chhattisgarh,Rice,29.76,1372.45,391.62,4399.81,31.29,74.78,4.34,1.03,Wheat,128.35,4.99,1,89.85,10.53,1,1,2018
Madhya Pradesh,Sugarcane,24.71,1261.79,392.39,4404.45,7.3,30.5,7.31,7.6,Rice,145.15,7.99,0,99.61,18.17,0,1,2018
Odisha,Rice,33.06,688.15,218.57,2073.53,26.08,40.12,3.35,6.74,Maize,54.64,1.0,0,99.99,4.76,1,0,2018
Bihar,Sugarcane,39.89,492.93,256.67,4417.23,32.45,64.85,6.39,14.36,Sugarcane,231.18,8.98,1,81.34,7.62,1,1,2018
Punjab,Maize,32.32,818.73,178.59,5909.64,13.06,72.86,3.86,14.86,Maize,137.44,6.99,1,93.06,0.45,0,0,2018
Rajasthan,Soybean,32.0,769.46,359.15,5902.72,31.99,52.23,7.58,6.89,Wheat,256.3,3.13,1,93.06,21.33,1,0,2017
West Bengal,Soybean,30.8,1136.6,268.94,4411.34,17.97,64.14,6.53,1.23,Maize,85.68,8.34,0,83.06,8.07,1,1,2017
Maharashtra,Soybean,24.53,472.1,265.54,5713.38,6.13,82.9,6.36,5.4,Wheat,127.39,3.13,1,94.96,5.44,0,1,2017
Rajasthan,Soybean,27.69,1441.49,394.13,2869.22,15.69,86.51,4.97,15.37,Sugarcane,192.28,1.04,1,88.84,2.46,1,0,2017
Odisha,Sugarcane,31.75,953.37,221.43,5025.49,29.45,74.37,3.01,17.7,Maize,111.5,2.08,1,85.72,3.03,1,0,2017
Odisha,Sugarcane,29.8,885.34,401.94,4953.24,25.75,35.2,3.6,4.43,Rice,174.29,4.17,0,82.6,18.39,1,1,2017
Madhya Pradesh,Wheat,39.58,1058.17,237.88,4618.86,18.57,70.15,5.67,9.27,Maize,252.34,9.38,1,88.92,12.68,0,0,2017
Odisha,Rice,22.63,1107.44,209.42,5853.5,6.58,54.62,6.38,9.41,Sugarcane,167.63,5.21,1,76.79,18.82,0,0,2017
West Bengal,Soybean,33.75,407.35,254.97,3275.55,17.61,58.24,5.09,17.47,Sugarcane,287.24,6.25,0,63.86,17.0,0,1,2017
Andhra Pradesh,Wheat,27.96,1180.65,366.68,2091.13,18.85,32.95,6.65,15.26,Wheat,261.88,3.13,1,61.6,14.51,1,1,2017
Telangana,Rice,28.44,622.76,136.18,4528.98,32.48,41.46,5.61,10.26,Wheat,133.26,6.25,0,79.16,13.12,0,0,2017
Gujarat,Maize,34.2,1220.32,161.68,4788.54,23.96,77.43,3.37,13.41,Soybean,149.99,9.38,1,83.97,1.04,0,1,2017
West Bengal,Sugarcane,33.7,1357.78,435.13,4093.46,14.19,57.24,3.96,16.95,Maize,155.83,2.08,0,63.15,18.79,0,1,2017
Chhattisgarh,Rice,39.65,1334.26,154.1,2434.06,20.52,48.1,7.2,0.19,Soybean,206.54,6.25,0,71.48,9.0,1,1,2017
Andhra Pradesh,Maize,22.47,1015.93,296.16,3775.29,6.9,53.04,6.62,8.06,Sugarcane,121.7,3.13,0,72.88,12.06,0,1,2017
Uttar Pradesh,Rice,21.98,975.0,300.36,2908.89,33.79,81.26,7.47,18.14,Wheat,292.31,7.29,1,82.51,0.47,0,1,2017
Andhra Pradesh,Sugarcane,34.33,497.36,267.87,3428.36,15.62,74.94,3.59,14.81,Wheat,202.17,8.34,1,71.14,20.16,1,0,2017
Haryana,Sugarcane,31.43,1298.04,324.05,4409.61,19.12,46.34,7.95,10.86,Wheat,149.85,6.25,0,63.83,19.44,0,0,2017
Chhattisgarh,Wheat,25.37,660.08,173.78,4860.21,15.48,37.05,4.05,10.59,Rice,211.25,7.29,1,66.59,11.7,1,1,2017
Andhra Pradesh,Soybean,21.49,945.28,290.7,2548.55,25.19,45.12,3.06,6.96,Sugarcane,148.85,7.29,1,66.96,12.43,1,1,2017
Karnataka,Rice,21.62,676.37,225.33,3328.59,24.59,85.25,7.99,10.41,Wheat,254.45,1.04,0,93.71,15.19,0,1,2017
Maharashtra,Rice,37.71,485.91,330.18,2715.0,26.16,64.9,4.41,13.11,Sugarcane,191.96,8.34,0,71.37,5.7,0,0,2017
West Bengal,Maize,23.73,1113.48,141.69,2397.17,12.9,62.01,6.34,8.37,Wheat,60.49,5.21,0,88.59,4.78,0,0,2017
Maharashtra,Sugarcane,26.35,385.27,297.3,5032.23,14.31,65.78,3.88,14.28,Maize,94.19,10.42,0,82.71,14.52,1,0,2017
Haryana,Rice,24.42,1264.24,157.64,5599.41,8.66,51.96,5.9,17.22,Sugarcane,266.25,3.13,1,99.08,2.25,0,0,2017
West Bengal,Sugarcane,26.98,718.54,191.46,3170.45,24.39,78.43,7.52,3.09,Soybean,190.72,4.17,1,70.91,9.78,0,1,2017
Telangana,Rice,21.29,316.66,169.75,4887.54,6.12,61.4,4.6,9.03,Rice,287.59,9.38,1,66.33,10.61,0,1,2017
Gujarat,Wheat,30.25,963.55,156.76,5544.18,22.67,37.0,6.35,8.16,Soybean,68.11,4.17,1,62.08,8.21,1,0,2017
Tamil Nadu,Soybean,21.26,375.8,389.59,5314.94,30.74,37.74,3.94,13.75,Sugarcane,123.82,6.25,1,69.64,3.99,1,0,2017
Chhattisgarh,Rice,35.85,666.11,194.02,2325.89,31.37,62.21,6.12,5.0,Wheat,98.39,8.34,1,87.36,7.65,1,1,2017
Maharashtra,Sugarcane,24.56,1211.49,426.32,5811.38,18.26,86.19,4.68,12.81,Sugarcane,188.46,6.25,0,63.41,7.27,0,1,2017
Maharashtra,Wheat,30.66,395.85,441.82,3199.49,18.57,48.5,4.06,17.55,Rice,145.7,8.34,1,69.79,10.75,0,1,2017
Gujarat,Rice,37.43,1379.05,297.44,3030.79,7.23,82.17,4.57,8.36,Sugarcane,89.32,3.13,1,94.21,14.53,1,1,2017
West Bengal,Maize,32.87,321.32,142.33,1783.42,24.84,75.85,3.89,18.22,Wheat,210.69,9.38,1,83.32,20.86,0,1,2017
Bihar,Soybean,30.52,628.96,226.19,3692.91,29.3,44.87,7.51,19.86,Soybean,184.07,9.38,0,62.78,3.11,0,0,2017
Gujarat,Rice,26.37,1254.44,379.46,1993.33,12.2,32.18,4.99,2.12,Maize,118.68,3.13,0,61.91,18.8,1,1,2017
Haryana,Wheat,26.54,716.87,223.6,2622.07,17.44,36.11,4.23,4.66,Soybean,169.94,5.21,1,62.44,6.12,1,0,2017
Rajasthan,Maize,33.24,445.48,122.06,2930.31,29.82,73.71,5.24,19.01,Wheat,236.43,7.29,0,97.68,12.74,1,0,2017
Chhattisgarh,Wheat,39.7,772.53,292.2,5146.87,30.96,41.98,4.6,19.17,Wheat,101.32,8.34,0,93.99,11.78,0,1,2017
Andhra Pradesh,Wheat,33.09,658.79,396.62,5447.26,12.16,52.28,6.72,1.95,Rice,123.23,0.0,1,93.8,12.0,0,0,2017
Odisha,Maize,31.02,1383.32,378.81,2865.08,21.27,60.1,7.86,0.3,Sugarcane,136.53,0.0,1,96.97,15.58,0,0,2017
Telangana,Wheat,34.46,713.17,153.97,5371.6,10.65,73.53,5.19,3.22,Sugarcane,236.68,7.29,1,80.21,8.22,1,1,2017
Gujarat,Maize,29.17,1315.24,334.2,5364.99,7.97,36.79,7.31,19.92,Soybean,261.73,10.42,0,69.89,6.87,1,0,2017
Haryana,Rice,21.11,1445.56,170.4,4947.8,31.97,54.38,5.83,3.6,Maize,144.1,6.25,0,76.05,18.37,0,1,2017
West Bengal,Maize,31.11,865.68,169.57,2163.13,29.28,59.1,3.79,10.05,Maize,124.16,8.34,1,88.75,4.74,1,1,2017
Uttar Pradesh,Maize,38.98,1468.44,407.11,4612.86,27.49,62.45,6.45,16.97,Rice,272.36,10.42,0,95.04,3.88,1,0,2017
Gujarat,Soybean,23.4,794.16,180.97,5760.61,6.39,79.1,5.57,0.41,Wheat,299.84,2.08,0,77.4,0.34,0,1,2017
Punjab,Maize,33.65,1536.97,185.88,4577.79,29.97,40.3,6.25,12.09,Rice,217.59,9.38,0,81.42,4.54,1,1,2017
Gujarat,Maize,23.91,429.53,90.78,2996.44,17.94,78.47,7.45,5.54,Sugarcane,297.5,4.17,1,97.27,11.17,0,0,2017
Maharashtra,Rice,30.58,1186.22,405.88,3757.82,15.1,71.57,5.2,17.25,Wheat,214.99,2.08,1,64.3,11.6,1,1,2017
Rajasthan,Soybean,21.84,941.63,377.6,4411.89,21.15,63.35,7.51,5.67,Rice,233.37,4.17,1,94.49,5.48,0,0,2017
Telangana,Sugarcane,28.88,807.23,317.74,3802.85,7.65,71.97,6.75,13.74,Soybean,147.16,9.38,1,66.37,1.56,1,0,2017
Karnataka,Rice,34.97,1117.47,362.27,2042.62,27.39,54.72,5.44,13.48,Sugarcane,158.24,0.0,1,79.35,16.04,0,1,2017
Gujarat,Rice,26.83,1207.54,145.61,2908.33,22.22,38.3,6.02,4.43,Maize,86.03,10.42,0,68.74,16.33,1,0,2017
Tamil Nadu,Sugarcane,33.15,322.01,256.54,5117.89,10.48,69.95,4.63,0.7,Rice,255.69,3.13,0,84.12,21.49,1,1,2017
Telangana,Maize,35.75,527.84,217.75,5383.86,10.53,61.48,7.92,8.18,Sugarcane,282.76,5.21,0,82.34,19.39,1,0,2017
Bihar,Wheat,38.37,1219.17,124.51,2120.79,10.41,68.36,6.34,5.78,Sugarcane,205.86,1.04,0,75.2,19.95,1,1,2017
Punjab,Soybean,24.58,1160.1,266.61,5793.79,6.63,50.28,3.22,16.18,Maize,135.91,6.25,0,94.53,17.19,1,1,2017
Haryana,Wheat,27.86,1539.46,424.01,2983.84,22.38,84.41,4.63,16.01,Maize,88.5,7.29,0,86.39,13.26,0,0,2017
Uttar Pradesh,Sugarcane,22.95,1279.93,105.05,4486.64,29.87,65.24,6.12,9.14,Maize,116.29,0.0,1,88.85,2.77,0,0,2017
Gujarat,Rice,39.67,1520.12,196.1,4890.0,5.46,35.12,3.28,12.13,Rice,113.85,3.13,1,66.03,13.4,0,1,2017
Odisha,Rice,38.37,1205.87,165.71,5160.92,6.4,56.99,3.12,12.09,Maize,203.38,10.42,0,95.33,1.21,1,1,2017
Andhra Pradesh,Soybean,30.66,693.81,176.79,5763.88,21.93,75.38,5.25,16.54,Soybean,286.26,3.13,1,66.68,19.07,0,0,2017
Andhra Pradesh,Rice,36.68,449.88,419.55,2912.18,29.25,77.65,4.66,8.5,Sugarcane,62.07,4.17,0,68.91,10.38,1,1,2017
Punjab,Rice,30.28,1306.24,260.07,5370.74,14.63,59.68,5.19,5.51,Maize,50.26,3.13,0,65.12,15.02,1,1,2017
Maharashtra,Soybean,32.33,1131.95,259.42,2095.5,15.31,83.68,4.31,5.3,Sugarcane,200.05,8.34,1,77.61,1.13,0,0,2017
Madhya Pradesh,Soybean,21.68,377.49,366.0,4679.18,22.63,46.06,3.82,10.72,Wheat,121.02,6.25,1,95.51,11.51,0,0,2017
Maharashtra,Sugarcane,34.95,772.3,146.5,4845.63,13.08,54.64,6.45,8.98,Wheat,270.14,1.04,0,70.1,6.49,1,1,2017
Punjab,Rice,22.45,1527.75,267.02,4556.08,5.73,83.92,5.57,8.8,Maize,131.81,0.0,1,74.95,6.14,1,0,2017
Maharashtra,Rice,36.36,949.97,246.27,2639.08,26.75,83.78,4.0,1.82,Sugarcane,122.43,8.34,0,93.84,8.39,0,0,2017
Chhattisgarh,Sugarcane,35.48,864.3,306.73,5436.24,23.5,71.14,4.6,14.37,Wheat,117.38,0.0,0,84.71,0.01,0,1,2017
Andhra Pradesh,Maize,34.02,895.92,452.56,2263.01,22.17,81.54,5.96,4.27,Maize,86.21,5.21,0,90.06,10.05,1,0,2017
Rajasthan,Maize,20.63,580.92,369.22,1743.78,26.94,35.33,3.36,3.94,Sugarcane,195.38,1.04,0,68.56,10.48,1,0,2017
Madhya Pradesh,Maize,25.95,783.26,234.64,4735.17,24.97,81.9,3.74,8.26,Maize,92.05,3.13,0,88.66,18.59,0,1,2017
Andhra Pradesh,Sugarcane,25.15,784.66,390.26,3644.7,11.05,49.24,3.37,4.56,Sugarcane,156.16,5.21,1,69.1,9.66,1,0,2017
Uttar Pradesh,Rice,27.08,382.77,152.37,5328.34,15.4,40.7,7.06,11.68,Wheat,165.24,4.17,0,99.49,7.83,1,1,2017
Bihar,Sugarcane,21.66,1288.19,101.58,3229.77,8.68,44.36,6.76,7.43,Maize,55.12,10.42,1,82.4,21.43,0,0,2017
Andhra Pradesh,Sugarcane,38.57,843.76,164.59,2260.39,8.8,55.08,6.77,8.98,Wheat,54.2,5.21,0,87.83,12.3,0,0,2017
Bihar,Maize,30.94,1357.33,213.83,5271.31,25.0,45.07,6.58,10.74,Maize,180.05,2.08,1,64.74,10.18,1,1,2017
Maharashtra,Wheat,25.99,1392.99,275.46,3975.61,30.41,49.23,6.35,4.07,Rice,224.01,4.17,0,70.03,10.68,1,0,2017
Rajasthan,Rice,27.81,584.86,313.33,2354.65,33.5,38.1,5.38,3.12,Wheat,285.54,1.04,1,65.59,17.43,0,0,2017
Madhya Pradesh,Maize,28.81,1148.67,420.34,4748.32,23.58,47.77,6.21,17.61,Wheat,94.78,6.25,0,75.61,7.34,1,0,2017
Gujarat,Wheat,31.87,914.38,275.2,3805.3,10.4,64.34,3.19,8.67,Soybean,75.81,2.08,0,71.37,8.38,0,0,2017
Madhya Pradesh,Wheat,30.18,1430.73,272.09,4225.28,8.08,56.51,6.11,8.24,Wheat,63.02,0.0,1,89.32,16.28,1,0,2017
Haryana,Soybean,38.22,589.61,108.74,3579.01,29.05,50.8,6.89,0.71,Sugarcane,159.01,7.29,1,64.35,1.57,0,0,2017
Andhra Pradesh,Rice,29.81,1174.57,103.19,5236.46,22.11,74.79,5.5,9.96,Maize,205.79,7.29,1,90.08,18.64,1,1,2017
Chhattisgarh,Wheat,39.66,1085.88,290.16,5240.31,23.28,83.61,4.79,11.08,Rice,260.14,2.08,1,61.83,9.27,1,0,2017
Gujarat,Maize,36.86,690.33,249.24,4698.77,28.12,75.41,4.39,11.18,Sugarcane,220.66,6.25,1,68.08,12.52,1,0,2017
Punjab,Soybean,24.06,489.42,394.47,1977.05,25.8,49.92,6.21,14.14,Sugarcane,102.09,8.34,1,91.68,16.32,0,1,2017
West Bengal,Rice,38.44,1141.43,148.74,5282.18,29.69,74.67,6.46,3.55,Sugarcane,165.44,7.29,0,89.71,5.73,0,1,2017
Andhra Pradesh,Sugarcane,22.23,1251.52,99.59,4525.84,6.61,39.12,7.35,5.04,Sugarcane,277.59,2.08,0,79.05,19.18,0,1,2017
Tamil Nadu,Maize,36.19,716.06,253.17,4643.06,27.12,37.82,4.71,16.21,Rice,131.69,1.04,0,62.0,21.09,1,0,2017
Odisha,Wheat,27.49,1132.82,176.55,3137.78,30.18,50.74,6.85,18.94,Soybean,174.68,9.38,1,84.4,10.65,1,1,2017
Telangana,Wheat,37.39,816.71,108.51,5464.35,13.43,78.46,5.81,2.72,Wheat,289.64,6.25,1,76.27,20.18,0,1,2017
Telangana,Maize,37.19,1219.38,352.97,4770.8,23.94,44.78,7.41,9.95,Sugarcane,233.68,6.25,1,72.66,0.02,0,0,2017
Odisha,Wheat,35.96,568.69,130.96,2009.45,14.26,33.8,5.64,4.28,Wheat,236.94,8.34,0,85.62,19.26,1,1,2017
Bihar,Soybean,35.64,1443.46,310.86,3339.64,33.36,37.9,5.59,1.2,Wheat,113.08,4.17,1,77.46,6.7,1,0,2017
Andhra Pradesh,Rice,25.98,680.34,192.33,5496.34,5.93,81.52,5.89,6.51,Sugarcane,153.67,3.13,0,63.7,6.71,1,0,2017
Punjab,Soybean,21.52,782.09,153.38,1714.77,22.14,68.03,6.75,2.87,Soybean,70.59,7.29,1,96.64,4.91,1,0,2017
Madhya Pradesh,Wheat,27.93,390.03,228.08,5834.48,9.88,45.19,7.82,14.2,Wheat,201.63,3.13,1,91.14,6.83,0,0,2017
Uttar Pradesh,Sugarcane,23.37,457.66,380.81,4562.57,26.07,63.32,3.37,10.67,Maize,75.93,3.13,1,62.26,4.6,0,0,2017
Odisha,Rice,33.75,969.55,232.55,4347.23,10.16,61.65,3.27,2.88,Wheat,258.98,1.04,0,81.0,19.51,1,1,2017
Gujarat,Rice,26.8,655.25,362.45,2721.3,11.92,69.33,7.69,0.18,Sugarcane,253.64,0.0,1,63.34,19.36,1,0,2017
Tamil Nadu,Maize,39.34,1374.17,135.99,2623.21,19.61,43.99,5.65,16.16,Rice,183.4,3.13,0,93.49,2.2,1,1,2017
West Bengal,Maize,32.67,335.09,370.42,5747.24,32.08,81.86,6.07,3.52,Wheat,85.29,6.25,1,84.52,3.08,0,0,2017
Punjab,Sugarcane,36.29,796.4,176.35,2846.18,11.22,48.56,5.41,12.12,Soybean,56.39,8.34,1,66.9,18.57,0,1,2017
West Bengal,Rice,22.55,743.55,335.88,4996.71,9.22,71.65,3.47,6.74,Maize,249.18,8.34,1,60.83,8.59,1,0,2017
Odisha,Sugarcane,37.07,340.96,295.45,3273.59,27.45,30.97,6.84,11.71,Maize,200.04,9.38,1,61.26,3.65,1,0,2017
Karnataka,Maize,38.28,473.93,427.05,2129.6,19.79,52.36,6.74,6.31,Rice,227.73,0.0,0,80.29,11.0,1,0,2017
Haryana,Maize,29.61,840.14,230.82,1550.37,31.99,51.1,4.56,1.74,Rice,125.95,4.17,1,89.37,8.97,1,1,2017
Tamil Nadu,Rice,31.98,940.43,114.51,3954.65,9.29,62.61,4.53,4.46,Wheat,177.37,6.25,0,64.83,4.72,1,1,2017
Haryana,Soybean,35.14,828.3,97.48,5899.2,24.1,34.36,7.19,3.76,Sugarcane,236.79,6.25,1,68.85,15.52,1,1,2017
Tamil Nadu,Wheat,23.39,988.63,390.01,3165.51,11.85,77.41,3.36,8.56,Soybean,165.64,9.38,1,73.09,13.6,0,0,2017
Odisha,Maize,29.92,1069.9,280.59,3111.69,9.59,43.07,7.41,13.17,Maize,200.35,5.21,1,68.72,2.15,0,0,2017
Karnataka,Maize,27.85,329.05,371.32,3052.65,25.21,70.62,4.28,5.28,Rice,247.43,10.42,0,75.65,19.93,0,1,2017
Tamil Nadu,Soybean,22.82,904.01,175.45,3847.79,22.55,78.19,5.96,0.24,Soybean,103.81,9.38,1,82.38,12.03,1,0,2017
Chhattisgarh,Soybean,27.23,1536.23,215.52,3487.83,27.33,63.71,7.68,10.38,Sugarcane,66.48,3.13,0,87.4,5.39,1,1,2017
Andhra Pradesh,Sugarcane,21.27,973.56,101.45,5467.21,14.12,74.45,6.39,12.12,Maize,182.96,2.08,0,98.55,4.44,1,0,2017
Odisha,Sugarcane,20.42,1174.23,438.77,3780.09,18.23,69.71,5.07,19.26,Maize,65.53,8.34,1,97.23,2.93,0,1,2017
Odisha,Wheat,22.6,711.29,332.43,3790.17,16.97,51.33,6.45,11.79,Sugarcane,241.64,9.38,0,82.81,9.15,1,1,2017
Karnataka,Wheat,39.09,1296.33,428.52,2125.62,34.13,78.53,4.72,9.42,Maize,229.8,3.13,1,89.37,2.92,0,0,2017
Telangana,Rice,30.85,1294.97,186.7,5930.56,13.61,47.68,4.39,11.47,Sugarcane,270.43,7.29,0,98.03,8.96,1,1,2017
Chhattisgarh,Sugarcane,39.14,976.43,312.0,2628.53,13.69,64.27,7.98,18.56,Maize,209.89,0.0,0,63.34,3.2,1,0,2017
Haryana,Maize,28.52,1552.08,336.28,1832.68,15.46,74.72,6.75,16.57,Wheat,66.8,6.25,0,60.23,14.15,1,0,2017
Madhya Pradesh,Sugarcane,26.12,475.43,205.55,4490.39,21.69,52.74,6.22,6.46,Sugarcane,113.29,5.21,0,61.19,16.91,0,0,2017
Karnataka,Maize,29.99,337.94,397.71,4184.96,12.43,48.17,4.78,4.75,Soybean,251.98,0.0,1,82.53,11.84,0,1,2017
Bihar,Soybean,28.66,1291.47,433.58,3372.84,32.09,57.56,3.25,5.25,Wheat,91.78,3.13,0,90.51,14.65,0,1,2017
Madhya Pradesh,Sugarcane,22.01,1338.31,411.01,3404.59,12.82,79.08,3.16,10.09,Soybean,224.62,4.17,1,74.68,20.21,1,1,2017
Uttar Pradesh,Soybean,32.67,468.67,358.21,5039.79,31.51,85.8,5.77,14.88,Maize,245.06,10.42,0,81.81,13.75,0,0,2017
Maharashtra,Wheat,24.21,652.7,191.03,2384.02,8.01,62.71,6.81,10.06,Soybean,132.53,7.29,1,80.65,7.84,1,0,2017
Tamil Nadu,Wheat,32.25,338.71,192.54,5198.36,24.42,69.69,5.69,1.36,Wheat,130.57,3.13,1,63.79,9.68,1,1,2017
Gujarat,Rice,32.86,687.8,439.45,4425.51,31.84,84.2,7.2,14.47,Sugarcane,189.45,2.08,0,72.86,18.54,0,0,2017
Bihar,Sugarcane,22.94,1295.25,94.27,3390.07,9.95,35.91,3.17,16.12,Rice,265.32,1.04,0,60.78,2.82,0,0,2017
Odisha,Soybean,21.13,972.2,349.88,3566.08,33.66,43.92,4.83,5.79,Soybean,105.98,3.13,1,64.43,7.02,1,1,2017
Gujarat,Maize,35.46,757.16,346.33,2658.6,18.38,72.53,4.19,13.28,Rice,285.31,10.42,0,92.47,12.43,1,1,2017
Haryana,Wheat,29.07,787.09,316.06,4891.31,32.99,79.42,5.24,8.53,Soybean,199.78,9.38,0,93.18,14.57,1,0,2017
Maharashtra,Wheat,21.07,318.2,449.13,3813.23,25.02,81.42,3.36,17.78,Soybean,298.03,3.13,0,92.08,16.45,1,0,2017
Rajasthan,Maize,39.72,696.02,203.5,2947.94,13.89,54.91,7.77,16.9,Sugarcane,72.4,9.38,0,89.07,6.85,0,1,2017
Odisha,Soybean,21.06,1134.88,213.67,4188.04,10.53,35.36,4.12,10.51,Maize,81.64,4.17,0,91.73,3.14,0,1,2017
Andhra Pradesh,Soybean,33.75,1549.77,119.13,5989.12,13.95,56.27,7.61,13.83,Wheat,256.66,6.25,0,86.84,20.57,0,0,2017
Tamil Nadu,Sugarcane,39.5,1388.83,250.91,3463.49,7.7,43.84,5.13,17.67,Wheat,266.19,8.34,0,86.79,1.65,1,0,2017
Tamil Nadu,Sugarcane,24.67,346.36,185.09,5650.96,9.21,47.47,7.93,9.91,Wheat,161.36,1.04,0,86.69,2.06,1,0,2017
Maharashtra,Rice,22.74,1454.03,214.91,3056.82,8.05,76.34,5.77,6.27,Maize,228.52,4.17,0,80.56,10.66,1,1,2017
Madhya Pradesh,Wheat,22.33,1307.98,392.8,1748.73,17.49,34.53,7.65,15.07,Rice,266.89,10.42,1,74.53,17.65,0,0,2017
Chhattisgarh,Sugarcane,25.95,1304.41,429.35,2422.45,28.54,79.65,3.03,4.4,Wheat,60.78,9.38,0,89.21,16.68,1,0,2017
Andhra Pradesh,Soybean,21.92,896.29,157.81,3388.83,9.14,55.66,6.74,7.77,Rice,193.49,8.34,0,71.95,20.2,1,0,2017
Punjab,Maize,33.69,820.35,225.46,2491.82,8.81,65.76,7.52,17.31,Maize,263.37,2.08,0,81.72,3.05,0,0,2017
Bihar,Soybean,21.15,699.97,426.87,1503.11,24.03,35.38,3.7,14.49,Maize,149.54,0.0,0,77.33,8.09,0,0,2017
Bihar,Wheat,30.05,399.66,112.93,5625.32,10.79,50.24,3.48,8.08,Sugarcane,125.6,1.04,0,71.06,6.08,1,0,2017
Haryana,Soybean,39.75,605.42,123.99,5304.82,7.84,35.38,5.12,4.29,Wheat,248.93,5.21,1,98.99,18.54,0,1,2017
Bihar,Rice,36.12,628.68,149.5,4847.05,9.89,87.69,7.67,7.12,Sugarcane,133.95,4.17,1,70.35,10.52,1,1,2017
Gujarat,Wheat,32.16,929.31,306.11,2258.3,32.34,78.44,5.71,5.68,Wheat,50.79,0.0,0,72.37,0.58,0,1,2017
Punjab,Maize,26.01,1262.72,145.04,2044.47,29.31,57.58,5.64,3.52,Maize,289.89,0.0,1,66.46,15.25,1,0,2017
Haryana,Rice,32.33,916.31,441.15,1806.73,15.45,43.42,3.71,14.87,Maize,198.03,10.42,0,92.92,8.37,0,1,2017
Karnataka,Wheat,30.4,389.72,252.33,4764.75,24.4,86.01,3.0,5.04,Soybean,254.88,3.13,0,83.46,11.44,0,0,2017
Bihar,Maize,28.39,1529.01,272.18,5687.53,20.88,50.68,7.05,9.08,Soybean,256.33,3.13,1,84.52,19.25,0,0,2017
Madhya Pradesh,Rice,22.51,1509.93,179.88,3442.19,25.03,39.66,3.44,7.72,Maize,66.6,5.21,1,92.82,5.53,0,0,2017
Rajasthan,Rice,37.56,1310.5,261.11,2038.96,25.19,63.79,6.17,19.64,Maize,92.72,5.21,1,73.72,5.18,1,0,2017
Telangana,Wheat,28.87,1571.46,330.27,3811.06,23.59,86.63,7.57,7.82,Rice,127.78,9.38,1,67.75,5.67,1,0,2017
Telangana,Sugarcane,23.79,1005.78,362.6,3074.01,12.84,30.23,4.04,1.6,Rice,130.17,5.21,1,67.94,7.28,0,1,2017
Odisha,Rice,27.23,1535.31,363.57,3191.14,6.1,44.29,6.33,1.8,Sugarcane,214.7,0.0,0,89.3,2.31,1,1,2017
Punjab,Rice,28.16,412.2,299.84,4301.96,18.46,86.31,3.39,11.82,Soybean,205.78,9.38,0,84.56,15.02,0,1,2017
